FJST,43200,3600,not_ambiguous,modern,Pacific/Fiji
FJT,43200,0,not_ambiguous,modern,Pacific/Fiji
FKST,-10800,3600,time_ambiguous,modern,Atlantic/Stanley
FKT,-14400,0,time_ambiguous,modern,Atlantic/Stanley
FMT,-4056,0,too_ambiguous,historical,Africa/Freetown,Atlantic/Madeira
FNST,-7200,3600,not_ambiguous,modern,America/Noronha
FNT,-7200,0,not_ambiguous,modern,America/Noronha
FORT,14400,0,time_ambiguous,historical,Asia/Aqtau
FRUST,18000,3600,time_ambiguous,modern,Asia/Bishkek
FRUT,21600,0,time_ambiguous,modern,Asia/Bishkek
GALT,-21600,0,not_ambiguous,modern,Pacific/Galapagos
GAMT,-32400,0,not_ambiguous,modern,Pacific/Gambier
GBGT,-13500,0,not_ambiguous,historical,America/Guyana
GEST,14400,3600,time_ambiguous,modern,Asia/Tbilisi
GET,10800,0,time_ambiguous,modern,Asia/Tbilisi
GFT,-10800,0,time_ambiguous,modern,America/Cayenne
GHST,0,1200,not_ambiguous,historical,Africa/Accra
GILT,43200,0,not_ambiguous,modern,Pacific/Tarawa
GMT,0,0,not_ambiguous,modern,Africa/Abidjan,Africa/Accra,Africa/Bamako,Africa/Banjul,Africa/Bissau,Africa/Conakry,Africa/Dakar,Africa/Freetown,Africa/Lome,Africa/Malabo,Africa/Monrovia,Africa/Niamey,Africa/Nouakchott,Africa/Ouagadougou,Africa/Porto-Novo,Africa/Sao_Tome,America/Danmarkshavn,Atlantic/Reykjavik,Atlantic/St_Helena,Etc/GMT,Europe/Dublin,Europe/Gibraltar,Europe/London
GMT+1,-3600,0,not_ambiguous,historical,Etc/GMT+1
GMT+10,-36000,0,not_ambiguous,historical,Etc/GMT+10
GMT+11,-39600,0,not_ambiguous,historical,Etc/GMT+11
GMT+12,-43200,0,not_ambiguous,historical,Etc/GMT+12
GMT+2,-7200,0,not_ambiguous,historical,Etc/GMT+2
GMT+3,-10800,0,not_ambiguous,historical,Etc/GMT+3
GMT+4,-14400,0,not_ambiguous,historical,Etc/GMT+4
GMT+5,-18000,0,not_ambiguous,historical,Etc/GMT+5
GMT+6,-21600,0,not_ambiguous,historical,Etc/GMT+6
GMT+7,-25200,0,not_ambiguous,historical,Etc/GMT+7
GMT+8,-28800,0,not_ambiguous,historical,Etc/GMT+8
GMT+9,-32400,0,not_ambiguous,historical,Etc/GMT+9
GMT-1,3600,0,not_ambiguous,historical,Etc/GMT-1
GMT-10,36000,0,not_ambiguous,historical,Etc/GMT-10
GMT-11,39600,0,not_ambiguous,historical,Etc/GMT-11
GMT-12,43200,0,not_ambiguous,historical,Etc/GMT-12
GMT-13,46800,0,not_ambiguous,historical,Etc/GMT-13
GMT-14,50400,0,not_ambiguous,historical,Etc/GMT-14
GMT-2,7200,0,not_ambiguous,historical,Etc/GMT-2
GMT-3,10800,0,not_ambiguous,historical,Etc/GMT-3
GMT-4,14400,0,not_ambiguous,historical,Etc/GMT-4
GMT-5,18000,0,not_ambiguous,historical,Etc/GMT-5
GMT-6,21600,0,not_ambiguous,historical,Etc/GMT-6
GMT-7,25200,0,not_ambiguous,historical,Etc/GMT-7
GMT-8,28800,0,not_ambiguous,historical,Etc/GMT-8
GMT-9,32400,0,not_ambiguous,historical,Etc/GMT-9
GST,14400,0,too_ambiguous,modern,Asia/Bahrain,Asia/Dubai,Asia/Muscat,Asia/Qatar,Atlantic/South_Georgia,Pacific/Guam
GYT,-14400,0,time_ambiguous,modern,America/Guyana
HADT,-36000,3600,not_ambiguous,modern,America/Adak
HAST,-36000,0,not_ambiguous,modern,America/Adak
HDT,-37800,3600,not_ambiguous,historical,Pacific/Honolulu
HKST,28800,3600,not_ambiguous,modern,Asia/Hong_Kong
HKT,28800,0,not_ambiguous,modern,Asia/Hong_Kong
HMT,5992,0,too_ambiguous,historical,America/Havana,Asia/Dhaka,Asia/Kolkata,Atlantic/Azores,Europe/Helsinki
HOVST,25200,3600,not_ambiguous,modern,Asia/Hovd
HOVT,25200,0,time_ambiguous,modern,Asia/Hovd
HPT,-37800,3600,not_ambiguous,historical,Pacific/Honolulu
HST,-36000,0,modern_time_ambiguous,modern,Pacific/Honolulu,Pacific/Johnston
HWT,-37800,3600,not_ambiguous,historical,Pacific/Honolulu
ICT,25200,0,modern_time_ambiguous,modern,Asia/Bangkok,Asia/Ho_Chi_Minh,Asia/Phnom_Penh,Asia/Vientiane
IDDT,7200,7200,not_ambiguous,historical,Asia/Jerusalem
IDT,7200,3600,not_ambiguous,modern,Asia/Gaza,Asia/Jerusalem
